date,date_iso,description,merchant,type,money_in,money_out,balance,direction,category
04 Dec 25,2025-12-04,Amazon,Amazon,DEB,,74.37,-4813.85,OUT,Shopping
05 Dec 25,2025-12-05,Thames Water,Thames Water,DEB,,44.95,-4858.8,OUT,Bills
05 Dec 25,2025-12-05,Spotify,Spotify,DEB,,10.99,-4869.79,OUT,Subscriptions
05 Dec 25,2025-12-05,Gym Membership,Gym Membership,DEB,,39.46,-4909.25,OUT,Subscriptions
05 Dec 25,2025-12-05,TfL,TfL,DEB,,7.87,-4917.12,OUT,Transport
05 Dec 25,2025-12-05,Boots,Boots,DEB,,17.12,-4934.24,OUT,Shopping
05 Dec 25,2025-12-05,Starbucks,Starbucks,DEB,,3.23,-4937.47,OUT,Coffee & Cafe
06 Dec 25,2025-12-06,TfL,TfL,DEB,,5.16,-4942.63,OUT,Transport
06 Dec 25,2025-12-06,Uber,Uber,DEB,,24.68,-4967.31,OUT,Transport
06 Dec 25,2025-12-06,Boots,Boots,DEB,,11.61,-4978.92,OUT,Shopping
06 Dec 25,2025-12-06,Costa Coffee,Costa Coffee,DEB,,3.93,-4982.85,OUT,Coffee & Cafe
07 Dec 25,2025-12-07,Tesco,Tesco,DEB,,74.54,-5057.39,OUT,Groceries
07 Dec 25,2025-12-07,Uber,Uber,DEB,,23.35,-5080.74,OUT,Transport
07 Dec 25,2025-12-07,Uber Eats,Uber Eats,DEB,,23.09,-5103.83,OUT,Food Delivery
07 Dec 25,2025-12-07,Starbucks,Starbucks,DEB,,4.01,-5107.84,OUT,Coffee & Cafe
08 Dec 25,2025-12-08,Tesco,Tesco,DEB,,26.25,-5134.09,OUT,Groceries
08 Dec 25,2025-12-08,Aldi,Aldi,DEB,,13.68,-5147.77,OUT,Groceries
08 Dec 25,2025-12-08,TfL,TfL,DEB,,7.01,-5154.78,OUT,Transport
08 Dec 25,2025-12-08,Greggs,Greggs,DEB,,5.94,-5160.72,OUT,Eating Out
09 Dec 25,2025-12-09,TfL,TfL,DEB,,7.88,-5168.6,OUT,Transport
09 Dec 25,2025-12-09,Deliveroo,Deliveroo,DEB,,22.16,-5190.76,OUT,Food Delivery
09 Dec 25,2025-12-09,Just Eat,Just Eat,DEB,,11.27,-5202.03,OUT,Food Delivery
09 Dec 25,2025-12-09,ASOS,ASOS,DEB,,47.35,-5249.38,OUT,Shopping
09 Dec 25,2025-12-09,Starbucks,Starbucks,DEB,,3.11,-5252.49,OUT,Coffee & Cafe
10 Dec 25,2025-12-10,Sainsburys,Sainsburys,DEB,,57.48,-5309.97,OUT,Groceries
10 Dec 25,2025-12-10,TfL,TfL,DEB,,7.61,-5317.58,OUT,Transport
10 Dec 25,2025-12-10,Greggs,Greggs,DEB,,5.21,-5322.79,OUT,Eating Out
10 Dec 25,2025-12-10,Deliveroo,Deliveroo,DEB,,22.57,-5345.36,OUT,Food Delivery
11 Dec 25,2025-12-11,Tesco,Tesco,DEB,,34.16,-5379.52,OUT,Groceries
11 Dec 25,2025-12-11,Shell Fuel,Shell Fuel,DEB,,43.57,-5423.09,OUT,Transport
11 Dec 25,2025-12-11,Starbucks,Starbucks,DEB,,5.21,-5428.3,OUT,Coffee & Cafe
11 Dec 25,2025-12-11,ATM Withdrawal,ATM Withdrawal,DEB,,92.57,-5520.87,OUT,Cash
12 Dec 25,2025-12-12,Tesco,Tesco,DEB,,49.33,-5570.2,OUT,Groceries
12 Dec 25,2025-12-12,Aldi,Aldi,DEB,,29.89,-5600.09,OUT,Groceries
12 Dec 25,2025-12-12,TfL,TfL,DEB,,6.83,-5606.92,OUT,Transport
12 Dec 25,2025-12-12,Starbucks,Starbucks,DEB,,4.25,-5611.17,OUT,Coffee & Cafe
13 Dec 25,2025-12-13,Sainsburys,Sainsburys,DEB,,5.4,-5616.57,OUT,Groceries
13 Dec 25,2025-12-13,TfL,TfL,DEB,,3.7,-5620.27,OUT,Transport
14 Dec 25,2025-12-14,Lidl,Lidl,DEB,,8.94,-5629.21,OUT,Groceries
14 Dec 25,2025-12-14,TfL,TfL,DEB,,7.06,-5636.27,OUT,Transport
14 Dec 25,2025-12-14,McDonalds,McDonalds,DEB,,6.28,-5642.55,OUT,Eating Out
14 Dec 25,2025-12-14,Amazon,Amazon,DEB,,9.98,-5652.53,OUT,Shopping
14 Dec 25,2025-12-14,Boots,Boots,DEB,,17.87,-5670.4,OUT,Shopping
14 Dec 25,2025-12-14,Starbucks,Starbucks,DEB,,3.71,-5674.11,OUT,Coffee & Cafe
15 Dec 25,2025-12-15,TfL,TfL,DEB,,7.34,-5681.45,OUT,Transport
15 Dec 25,2025-12-15,Uber,Uber,DEB,,23.56,-5705.01,OUT,Transport
15 Dec 25,2025-12-15,Amazon,Amazon,DEB,,17.97,-5722.98,OUT,Shopping
16 Dec 25,2025-12-16,Aldi,Aldi,DEB,,27.12,-5750.1,OUT,Groceries
16 Dec 25,2025-12-16,TfL,TfL,DEB,,4.61,-5754.71,OUT,Transport
16 Dec 25,2025-12-16,Starbucks,Starbucks,DEB,,4.49,-5759.2,OUT,Coffee & Cafe
16 Dec 25,2025-12-16,Costa Coffee,Costa Coffee,DEB,,4.51,-5763.71,OUT,Coffee & Cafe
17 Dec 25,2025-12-17,Tesco,Tesco,DEB,,39.45,-5803.16,OUT,Groceries
17 Dec 25,2025-12-17,TfL,TfL,DEB,,2.83,-5805.99,OUT,Transport
17 Dec 25,2025-12-17,Greggs,Greggs,DEB,,5.76,-5811.75,OUT,Eating Out
17 Dec 25,2025-12-17,Starbucks,Starbucks,DEB,,5.05,-5816.8,OUT,Coffee & Cafe
18 Dec 25,2025-12-18,Lidl,Lidl,DEB,,29.83,-5846.63,OUT,Groceries
18 Dec 25,2025-12-18,TfL,TfL,DEB,,7.89,-5854.52,OUT,Transport
18 Dec 25,2025-12-18,Boots,Boots,DEB,,13.63,-5868.15,OUT,Shopping
19 Dec 25,2025-12-19,TfL,TfL,DEB,,6.18,-5874.33,OUT,Transport
19 Dec 25,2025-12-19,Deliveroo,Deliveroo,DEB,,19.97,-5894.3,OUT,Food Delivery
20 Dec 25,2025-12-20,Tesco,Tesco,DEB,,64.2,-5958.5,OUT,Groceries
20 Dec 25,2025-12-20,Trainline,Trainline,DEB,,34.72,-5993.22,OUT,Transport
20 Dec 25,2025-12-20,Boots,Boots,DEB,,12.92,-6006.14,OUT,Shopping
20 Dec 25,2025-12-20,Starbucks,Starbucks,DEB,,3.78,-6009.92,OUT,Coffee & Cafe
21 Dec 25,2025-12-21,Tesco,Tesco,DEB,,6.87,-6016.79,OUT,Groceries
21 Dec 25,2025-12-21,Uber,Uber,DEB,,24.4,-6041.19,OUT,Transport
21 Dec 25,2025-12-21,Starbucks,Starbucks,DEB,,4.44,-6045.63,OUT,Coffee & Cafe
21 Dec 25,2025-12-21,Costa Coffee,Costa Coffee,DEB,,4.36,-6049.99,OUT,Coffee & Cafe
22 Dec 25,2025-12-22,TfL,TfL,DEB,,2.14,-6052.13,OUT,Transport
22 Dec 25,2025-12-22,Greggs,Greggs,DEB,,3.91,-6056.04,OUT,Eating Out
23 Dec 25,2025-12-23,Aldi,Aldi,DEB,,22.13,-6078.17,OUT,Groceries
23 Dec 25,2025-12-23,TfL,TfL,DEB,,4.01,-6082.18,OUT,Transport
23 Dec 25,2025-12-23,Nandos,Nandos,DEB,,18.86,-6101.04,OUT,Eating Out
23 Dec 25,2025-12-23,Greggs,Greggs,DEB,,4.77,-6105.81,OUT,Eating Out
24 Dec 25,2025-12-24,Tesco,Tesco,DEB,,73.01,-6178.82,OUT,Groceries
24 Dec 25,2025-12-24,Aldi,Aldi,DEB,,40.59,-6219.41,OUT,Groceries
24 Dec 25,2025-12-24,Amazon,Amazon,DEB,,29.66,-6249.07,OUT,Shopping
24 Dec 25,2025-12-24,ATM Withdrawal,ATM Withdrawal,DEB,,48.89,-6297.96,OUT,Cash
26 Dec 25,2025-12-26,TfL,TfL,DEB,,7.82,-6305.78,OUT,Transport
26 Dec 25,2025-12-26,Uber,Uber,DEB,,11.09,-6316.87,OUT,Transport
26 Dec 25,2025-12-26,ASOS,ASOS,DEB,,46.48,-6363.35,OUT,Shopping
26 Dec 25,2025-12-26,Starbucks,Starbucks,DEB,,3.1,-6366.45,OUT,Coffee & Cafe
27 Dec 25,2025-12-27,Tesco,Tesco,DEB,,72.59,-6439.04,OUT,Groceries
27 Dec 25,2025-12-27,Lidl,Lidl,DEB,,34.61,-6473.65,OUT,Groceries
27 Dec 25,2025-12-27,Deliveroo,Deliveroo,DEB,,25.3,-6498.95,OUT,Food Delivery
27 Dec 25,2025-12-27,Uber Eats,Uber Eats,DEB,,14.34,-6513.29,OUT,Food Delivery
27 Dec 25,2025-12-27,Starbucks,Starbucks,DEB,,3.64,-6516.93,OUT,Coffee & Cafe
